id,tweet_id,inbound_text,outbound_text,intent
394,100394,Help please! My iPad Air 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
395,100395,"@AppleSupport The ear speaker on my iPhone SE is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
396,100396,Question for @AppleSupport: Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
397,100397,"Anyone having this issue? The ear speaker on my iPhone SE is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
398,100398,"Hey @AppleSupport, My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
399,100399,"Anyone having this issue? The ear speaker on my MacBook Air is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
400,100400,Question for @AppleSupport: Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
401,100401,"Need help ASAP! The ear speaker on my iPad Air is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
402,100402,"Can someone assist me? My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
403,100403,"My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
404,100404,"@AppleSupport My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
405,100405,"Help please! The ear speaker on my iPhone 13 Pro is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
406,100406,"Need help ASAP! The ear speaker on my iPad Air is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
407,100407,"Anyone having this issue? My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
408,100408,Can someone assist me? My iPhone 14 is overheating and warning 'iPhone 14 needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
409,100409,"Hey @AppleSupport, My iPad Air screen suddenly went black and the phone won't turn on or vibrate!","Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
410,100410,My AirPods Pro is overheating and warning 'AirPods Pro needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
411,100411,"@AppleSupport My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
412,100412,"@AppleSupport My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
413,100413,Anyone having this issue? My MacBook Air 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
414,100414,Question for @AppleSupport: My MacBook Air is overheating and warning 'MacBook Air needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
415,100415,"Hey @AppleSupport, My iPhone 14 screen suddenly went black and the phone won't turn on or vibrate!","Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
416,100416,"Hey @AppleSupport, The ear speaker on my iPad Air is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
417,100417,"Question for @AppleSupport: My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
418,100418,"Need help ASAP! My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
419,100419,"Question for @AppleSupport: The ear speaker on my iPhone 13 Pro is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
420,100420,Need help ASAP! My iPad Pro 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
421,100421,Anyone having this issue? Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
422,100422,Anyone having this issue? My AirPods Pro 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
423,100423,"Anyone having this issue? The ear speaker on my MacBook Pro M2 is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
424,100424,"Help please! My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
425,100425,Question for @AppleSupport: My Apple Watch Series 8 screen suddenly went black and the phone won't turn on or vibrate!,"Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
426,100426,Can someone assist me? My AirPods Pro 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
427,100427,Need help ASAP! Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
428,100428,"Hey @AppleSupport, The ear speaker on my iPhone 14 is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
429,100429,Help please! Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
430,100430,"Anyone having this issue? My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
431,100431,"Need help ASAP! The ear speaker on my iPhone 12 is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
432,100432,@AppleSupport My iPhone SE is overheating and warning 'iPhone SE needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
433,100433,Need help ASAP! My iPad Air screen suddenly went black and the phone won't turn on or vibrate!,"Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
434,100434,Help please! My MacBook Air 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
435,100435,"Anyone having this issue? The ear speaker on my MacBook Air is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
436,100436,"Help please! The ear speaker on my iPhone 13 is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
437,100437,"Hey @AppleSupport, My iPhone 14 screen suddenly went black and the phone won't turn on or vibrate!","Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
438,100438,"Help please! The ear speaker on my iPhone 12 is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
439,100439,Question for @AppleSupport: My iPhone 15 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
440,100440,"Need help ASAP! The ear speaker on my MacBook Air is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
441,100441,Can someone assist me? My iPad Air is overheating and warning 'iPad Air needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
442,100442,Question for @AppleSupport: My iPhone 15 is overheating and warning 'iPhone 15 needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
443,100443,Help please! My AirPods Pro is overheating and warning 'AirPods Pro needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
444,100444,"Can someone assist me? The ear speaker on my iPhone 14 is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
445,100445,Need help ASAP! My iPhone 13 Pro screen suddenly went black and the phone won't turn on or vibrate!,"Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
446,100446,"The ear speaker on my iPhone 13 Pro is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
447,100447,"Help please! My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
448,100448,"Need help ASAP! My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
449,100449,"Anyone having this issue? The ear speaker on my iPhone 13 Pro is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
450,100450,My iPhone 12 screen suddenly went black and the phone won't turn on or vibrate!,"Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
451,100451,@AppleSupport My MacBook Air is overheating and warning 'MacBook Air needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
452,100452,"Hey @AppleSupport, My iPhone 11 is overheating and warning 'iPhone 11 needs to cool down before you can use it'.","When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
453,100453,"@AppleSupport My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
454,100454,@AppleSupport Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
455,100455,@AppleSupport Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
456,100456,@AppleSupport My iPhone 14 Pro Max 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
457,100457,"Hey @AppleSupport, My iPhone 14 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?","When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
458,100458,Question for @AppleSupport: My iPad Pro 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
459,100459,"Question for @AppleSupport: My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
460,100460,"Hey @AppleSupport, My iPhone 13 is overheating and warning 'iPhone 13 needs to cool down before you can use it'.","When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
461,100461,Need help ASAP! My Apple Watch Series 8 screen suddenly went black and the phone won't turn on or vibrate!,"Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
462,100462,Need help ASAP! My iPhone 11 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
463,100463,Anyone having this issue? My iPhone 11 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
464,100464,Can someone assist me? My iPad Pro 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
465,100465,Help please! My iPhone SE screen suddenly went black and the phone won't turn on or vibrate!,"Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
466,100466,"Need help ASAP! The ear speaker on my iPad Pro is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
467,100467,Help please! Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
468,100468,@AppleSupport Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
469,100469,Anyone having this issue? My iPhone SE screen suddenly went black and the phone won't turn on or vibrate!,"Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
470,100470,"Hey @AppleSupport, My iPhone 11 is overheating and warning 'iPhone 11 needs to cool down before you can use it'.","When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
471,100471,"Can someone assist me? The ear speaker on my iPhone 15 is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
472,100472,Help please! My iPhone SE is overheating and warning 'iPhone SE needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
473,100473,My iPhone 12 is overheating and warning 'iPhone 12 needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
474,100474,Need help ASAP! My iPad Air screen suddenly went black and the phone won't turn on or vibrate!,"Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
475,100475,Help please! My iPhone 13 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
476,100476,"Need help ASAP! My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
477,100477,Anyone having this issue? Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
478,100478,Can someone assist me? Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
479,100479,Help please! My AirPods Pro is overheating and warning 'AirPods Pro needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
480,100480,@AppleSupport My iPhone 15 is overheating and warning 'iPhone 15 needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
481,100481,"@AppleSupport The ear speaker on my iPhone 15 is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
482,100482,"My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
483,100483,"Help please! The ear speaker on my iPhone 14 Pro Max is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
484,100484,"Need help ASAP! The ear speaker on my MacBook Air is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
485,100485,"Need help ASAP! My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
486,100486,My iPhone 12 is overheating and warning 'iPhone 12 needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
487,100487,Help please! My iPhone 12 screen suddenly went black and the phone won't turn on or vibrate!,"Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
488,100488,"Help please! The ear speaker on my MacBook Pro M2 is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
489,100489,Need help ASAP! My Apple Watch Series 8 is overheating and warning 'Apple Watch Series 8 needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
490,100490,"Hey @AppleSupport, My iPad Air 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?","When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
491,100491,Need help ASAP! Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
492,100492,Can someone assist me? My iPhone 14 Pro Max screen suddenly went black and the phone won't turn on or vibrate!,"Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
493,100493,Can someone assist me? My AirPods Pro is overheating and warning 'AirPods Pro needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
494,100494,"Hey @AppleSupport, My iPhone 14 is overheating and warning 'iPhone 14 needs to cool down before you can use it'.","When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
495,100495,Anyone having this issue? Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
496,100496,@AppleSupport My iPhone 13 screen suddenly went black and the phone won't turn on or vibrate!,"Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
497,100497,My iPhone 13 Pro is overheating and warning 'iPhone 13 Pro needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
498,100498,Need help ASAP! My AirPods Pro screen suddenly went black and the phone won't turn on or vibrate!,"Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
499,100499,Need help ASAP! Dropped my iPad and the glass is cracked across the display. Is it covered under AppleCare?,Accidental damage is covered under AppleCare+ with an incident fee. You can start a repair request and review fee options at https://support.apple.com/repair,HARDWARE_ISSUES
500,100500,"@AppleSupport My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
501,100501,"Hey @AppleSupport, The ear speaker on my iPad Air is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
502,100502,Anyone having this issue? My iPhone 11 is overheating and warning 'iPhone 11 needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
503,100503,Anyone having this issue? My MacBook Pro M2 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
504,100504,"Need help ASAP! My lightning charging port won't hold the cable, it keeps falling out and won't charge.","Debris or lint often gathers in the charging port. Gently inspect the port with a flashlight and clean it with a non-conductive wooden toothpick, or visit an Apple Store.",HARDWARE_ISSUES
505,100505,Question for @AppleSupport: My AirPods Pro screen suddenly went black and the phone won't turn on or vibrate!,"Let's try a force restart: quickly press and release Volume Up, press and release Volume Down, then press and hold the Side button until the Apple logo appears.",HARDWARE_ISSUES
506,100506,Can someone assist me? My iPhone 12 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
507,100507,"Hey @AppleSupport, My iPhone 12 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?","When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
508,100508,@AppleSupport My iPhone 15 is overheating and warning 'iPhone 15 needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
509,100509,"The ear speaker on my iPhone 14 Pro Max is extremely quiet during phone calls, barely audible.","Check Settings > Sounds & Haptics to ensure volume is up, and ensure the receiver mesh isn't blocked by a screen protector or debris. Clean gently with a soft dry brush.",HARDWARE_ISSUES
510,100510,Need help ASAP! My iPhone 14 13 battery health dropped to 79% and drains in 3 hours. Can I replace it?,"When Battery Health drops below 80%, service is recommended. Check your battery status in Settings > Battery > Battery Health and schedule an appointment at https://apple.com/retail/geniusbar",HARDWARE_ISSUES
511,100511,Need help ASAP! My Apple Watch Series 8 is overheating and warning 'Apple Watch Series 8 needs to cool down before you can use it'.,"When this temperature alert appears, move your iPhone to a cooler environment out of direct sunlight and leave it powered down until it returns to normal temperature.",HARDWARE_ISSUES
